C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_11_235.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_11_235.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_11_235.jpg, 0, 1, 0, 5.33554
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_11_341.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_11_341.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_11_341.jpg, -0.2029601, 1, 0, 6.480577
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_11_443.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_11_443.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_11_443.jpg, -0.4195669, 1, 0, 7.565222
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_11_548.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_11_548.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_11_548.jpg, -0.1057551, 1, 0, 8.700062
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_11_651.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_11_651.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_11_651.jpg, 0, 1, 0, 10.03318
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_11_757.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_11_757.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_11_757.jpg, 0, 1, 0, 11.13991
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_11_858.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_11_858.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_11_858.jpg, -0.2837687, 1, 0, 11.99572
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_11_960.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_11_960.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_11_960.jpg, -0.2610327, 1, 0, 13.28773
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_064.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_064.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_064.jpg, 0, 1, 0, 14.32517
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_167.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_167.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_167.jpg, 0, 1, 0, 15.32318
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_270.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_270.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_270.jpg, -0.308149, 1, 0, 16.53059
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_371.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_371.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_371.jpg, -0.002743371, 1, 0, 17.73133
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_472.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_472.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_472.jpg, 0, 1, 0, 18.60272
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_577.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_577.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_577.jpg, -0.2938499, 1, 0, 19.73095
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_681.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_681.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_681.jpg, -0.5667757, 1, 0, 20.47716
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_785.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_785.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_785.jpg, -0.2738291, 1, 0, 21.53833
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_890.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_890.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_890.jpg, -0.07520003, 1, 0, 22.7077
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_12_996.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_12_996.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_12_996.jpg, -0.3750241, 1, 0, 23.63155
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_098.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_098.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_098.jpg, -0.1010486, 1, 0, 24.6103
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_200.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_200.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_200.jpg, 0, 1, 0, 25.55849
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_303.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_303.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_303.jpg, 0, 1, 0, 26.50811
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_403.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_403.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_403.jpg, -0.06986342, 1, 0, 27.44888
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_510.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_510.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_510.jpg, -0.356074, 1, 0, 28.46999
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_617.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_617.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_617.jpg, -0.05653296, 1, 0, 29.38428
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_719.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_719.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_719.jpg, -0.02208985, 1, 0, 30.1877
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_824.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_824.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_824.jpg, -0.3383681, 1, 0, 30.17027
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_13_924.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_13_924.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_13_924.jpg, -0.06146712, 1, 0, 30.19145
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_028.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_028.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_028.jpg, 0, 1, 0, 30.18984
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_142.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_142.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_142.jpg, -0.3262943, 1, 0, 30.1772
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_245.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_245.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_245.jpg, -0.008916907, 1, 0, 30.18906
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_355.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_355.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_355.jpg, 0, 1, 0, 30.19012
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_455.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_455.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_455.jpg, -0.2863989, 1, 0, 30.17632
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_562.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_562.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_562.jpg, -0.248565, 1, 0, 30.18907
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_663.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_663.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_663.jpg, 0, 1, 0, 30.18708
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_767.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_767.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_767.jpg, 0, 1, 0, 30.19001
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_872.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_872.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_872.jpg, 0, 1, 0, 30.19028
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_14_976.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_14_976.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_14_976.jpg, 0, 1, 0, 30.1903
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_085.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_085.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_085.jpg, 0, 1, 0, 30.19029
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_191.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_191.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_191.jpg, 0, 1, 0, 30.18957
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_297.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_297.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_297.jpg, -0.2970167, 1, 0, 30.16869
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_401.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_401.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_401.jpg, -0.02776618, 1, 0, 30.19061
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_504.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_504.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_504.jpg, 0, 1, 0, 30.19001
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_609.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_609.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_609.jpg, 0, 1, 0, 30.1903
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_715.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_715.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_715.jpg, 0, 1, 0, 30.19031
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_815.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_815.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_815.jpg, 0, 1, 0, 30.19028
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_15_918.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_15_918.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_15_918.jpg, 0, 1, 0, 30.19028
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_029.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_029.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_029.jpg, -0.2850413, 1, 0, 30.17432
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_140.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_140.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_140.jpg, 0, 1, 0, 30.18974
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_240.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_240.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_240.jpg, 0, 1, 0, 30.18939
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_345.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_345.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_345.jpg, 0, 1, 0, 30.19028
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_445.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_445.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_445.jpg, 0, 1, 0, 30.19031
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_552.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_552.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_552.jpg, 0, 1, 0, 30.19029
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_655.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_655.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_655.jpg, 0, 1, 0, 30.19031
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_758.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_758.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_758.jpg, 0, 1, 0, 30.19031
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_859.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_859.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_859.jpg, 0, 1, 0, 30.19031
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_16_965.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_16_965.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_16_965.jpg, -0.2773527, 1, 0, 30.17192
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_072.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_072.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_072.jpg, -0.005435083, 1, 0, 30.18983
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_176.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_176.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_176.jpg, 0, 1, 0, 30.18998
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_280.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_280.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_280.jpg, 0, 1, 0, 30.19029
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_396.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_396.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_396.jpg, 0, 1, 0, 30.19028
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_507.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_507.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_507.jpg, -0.2912383, 1, 0, 30.17225
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_608.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_608.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_608.jpg, -0.06792003, 1, 0, 30.19074
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_714.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_714.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_714.jpg, 0, 1, 0, 30.1901
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_815.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_815.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_815.jpg, 0, 1, 0, 30.19016
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_17_916.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_17_916.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_17_916.jpg, -0.1886795, 1, 0, 30.18124
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_18_019.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_18_019.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_18_019.jpg, -0.3619805, 1, 0, 30.16656
C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\center_2018_12_08_17_31_18_121.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\left_2018_12_08_17_31_18_121.jpg, C:\Users\tlum1\Desktop\Self-Driving-Car-Data\IMG\right_2018_12_08_17_31_18_121.jpg, -0.05117545, 1, 0, 30.19053
